Package Name,Class Name,NOF,NOM,NOM+NOF,God Class
org.jgrapht.ext,GraphMLExporter,4,0,4,No
org.jgrapht.ext,IntegerEdgeNameProvider,2,0,2,No
org.jgrapht.ext,IntegerNameProvider,2,0,2,No
org.jgrapht.ext,MatrixExporter,3,0,3,No
org.jgrapht.ext,StringEdgeNameProvider,0,0,0,No
org.jgrapht.ext,StringNameProvider,0,0,0,No
org.jgrapht.ext,VertexNameProvider,0,0,0,No
org.jgrapht.ext,VisioExporter,1,0,1,No
org.jgrapht.ext,DOTExporterTest,4,0,4,No
org.jgrapht.ext,GmlExporterTest,4,0,4,No
org.jgrapht.ext,GraphMLExporterTest,4,0,4,No
org.jgrapht.ext,MatrixExporterTest,4,0,4,No
org.jgrapht.util,ArrayUnenforcedSet,1,0,1,No
org.jgrapht.util,FibonacciHeap,2,0,2,No
org.jgrapht.util,FibonacciHeapNode,0,0,0,No
org.jgrapht.util,MathUtil,0,0,0,No
org.jgrapht.util,ModifiableInteger,2,0,2,No
org.jgrapht.util,PrefetchIterator,6,0,6,No
org.jgrapht.util,TypeUtil,0,0,0,No
org.jgrapht.util,WeightCombiner,0,5,5,No
org.jgrapht.util,AllUtilTests,0,0,0,No
org.jgrapht.util,FibonacciHeapTest,0,0,0,No
org.jgrapht.util,PrefetchIteratorTest,2,0,2,No
org.jgrapht.util,StopWatch,0,0,0,No
org.jgrapht.graph,AbstractGraph,0,1,1,No
org.jgrapht.graph,AsUndirectedGraph,1,0,1,No
org.jgrapht.graph,AsUnweightedDirectedGraph,1,0,1,No
org.jgrapht.graph,AsUnweightedGraph,1,0,1,No
org.jgrapht.graph,AsWeightedGraph,3,0,3,No
org.jgrapht.graph,ClassBasedEdgeFactory,1,0,1,No
org.jgrapht.graph,ClassBasedVertexFactory,0,0,0,No
org.jgrapht.graph,DefaultDirectedGraph,1,0,1,No
org.jgrapht.graph,DefaultDirectedWeightedGraph,1,0,1,No
org.jgrapht.graph,DefaultEdge,1,0,1,No
org.jgrapht.graph,DefaultGraphMapping,4,0,4,No
org.jgrapht.graph,DefaultListenableGraph,6,0,6,No
org.jgrapht.graph,DefaultWeightedEdge,1,0,1,No
org.jgrapht.graph,DirectedGraphUnion,1,0,1,No
org.jgrapht.graph,DirectedMaskSubgraph,0,0,0,No
org.jgrapht.graph,DirectedMultigraph,1,0,1,No
org.jgrapht.graph,DirectedPseudograph,1,0,1,No
org.jgrapht.graph,DirectedSubgraph,1,0,1,No
org.jgrapht.graph,DirectedWeightedMultigraph,1,0,1,No
org.jgrapht.graph,DirectedWeightedSubgraph,1,0,1,No
org.jgrapht.graph,EdgeReversedGraph,1,0,1,No
org.jgrapht.graph,EdgeSetFactory,0,0,0,No
org.jgrapht.graph,GraphDelegator,2,0,2,No
org.jgrapht.graph,GraphPathImpl,5,0,5,No
org.jgrapht.graph,GraphUnion,5,0,5,No
org.jgrapht.graph,IntrusiveEdge,1,0,1,No
org.jgrapht.graph,ListenableDirectedGraph,1,0,1,No
org.jgrapht.graph,ListenableDirectedWeightedGraph,1,0,1,No
org.jgrapht.graph,ListenableUndirectedGraph,1,0,1,No
org.jgrapht.graph,ListenableUndirectedWeightedGraph,1,0,1,No
org.jgrapht.graph,MaskEdgeSet,6,0,6,No
org.jgrapht.graph,MaskFunctor,0,0,0,No
org.jgrapht.graph,MaskSubgraph,5,0,5,No
org.jgrapht.graph,MaskVertexSet,5,0,5,No
org.jgrapht.graph,Multigraph,1,0,1,No
org.jgrapht.graph,ParanoidGraph,1,0,1,No
org.jgrapht.graph,Pseudograph,1,0,1,No
org.jgrapht.graph,SimpleDirectedGraph,1,0,1,No
org.jgrapht.graph,SimpleDirectedWeightedGraph,1,0,1,No
org.jgrapht.graph,SimpleGraph,1,0,1,No
org.jgrapht.graph,SimpleWeightedGraph,1,0,1,No
org.jgrapht.graph,Subgraph,6,0,6,No
org.jgrapht.graph,UndirectedGraphUnion,1,0,1,No
org.jgrapht.graph,UndirectedMaskSubgraph,0,0,0,No
org.jgrapht.graph,UndirectedSubgraph,1,0,1,No
org.jgrapht.graph,UndirectedWeightedSubgraph,1,0,1,No
org.jgrapht.graph,UnmodifiableDirectedGraph,1,0,1,No
org.jgrapht.graph,UnmodifiableGraph,2,0,2,No
org.jgrapht.graph,UnmodifiableUndirectedGraph,1,0,1,No
org.jgrapht.graph,WeightedMultigraph,1,0,1,No
org.jgrapht.graph,WeightedPseudograph,1,0,1,No
org.jgrapht.graph,AllGraphTests,0,0,0,No
org.jgrapht.graph,AsUndirectedGraphTest,7,0,7,No
org.jgrapht.graph,AsUnweightedGraphTest,3,0,3,No
org.jgrapht.graph,AsWeightedGraphTest,2,0,2,No
org.jgrapht.graph,CloneTest,1,0,1,No
org.jgrapht.graph,DefaultDirectedGraphTest,3,0,3,No
org.jgrapht.graph,GenericGraphsTest,4,0,4,No
org.jgrapht.graph,ListenableGraphTest,0,0,0,No
org.jgrapht.graph,SerializationTest,3,0,3,No
org.jgrapht.graph,SimpleDirectedGraphTest,10,0,10,No
org.jgrapht.graph,SubgraphTest,4,0,4,No
org.jgrapht.traverse,AbstractGraphIterator,3,0,3,No
org.jgrapht.traverse,BreadthFirstIterator,1,0,1,No
org.jgrapht.traverse,ClosestFirstIterator,2,0,2,No
org.jgrapht.traverse,DepthFirstIterator,3,0,3,No
org.jgrapht.traverse,GraphIterator,0,0,0,No
org.jgrapht.traverse,TopologicalOrderIterator,3,0,3,No
org.jgrapht.traverse,AbstractGraphIteratorTest,3,0,3,No
org.jgrapht.traverse,AllTraverseTests,0,0,0,No
org.jgrapht.traverse,BreadthFirstIteratorTest,0,0,0,No
org.jgrapht.traverse,ClosestFirstIteratorTest,0,0,0,No
org.jgrapht.traverse,DepthFirstIteratorTest,0,0,0,No
org.jgrapht.traverse,IgnoreDirectionTest,0,0,0,No
org.jgrapht.traverse,TopologicalOrderIteratorTest,0,0,0,No
org.jgrapht.generate,CompleteBipartiteGraphGenerator,1,0,1,No
org.jgrapht.generate,CompleteGraphGenerator,1,0,1,No
org.jgrapht.generate,EmptyGraphGenerator,1,0,1,No
org.jgrapht.generate,GraphGenerator,0,0,0,No
org.jgrapht.generate,HyperCubeGraphGenerator,1,0,1,No
org.jgrapht.generate,LinearGraphGenerator,3,0,3,No
org.jgrapht.generate,RandomGraphGenerator,5,3,8,No
org.jgrapht.generate,RingGraphGenerator,1,0,1,No
org.jgrapht.generate,ScaleFreeGraphGenerator,3,0,3,No
org.jgrapht.generate,StarGraphGenerator,2,0,2,No
org.jgrapht.generate,WheelGraphGenerator,4,0,4,No
org.jgrapht.generate,AllGenerateTests,0,0,0,No
org.jgrapht.generate,GraphGeneratorTest,2,0,2,No
org.jgrapht.generate,RandomGraphGeneratorTest,0,0,0,No
org.jgrapht.alg,AbstractPathElement,4,0,4,No
org.jgrapht.alg,AbstractPathElementList,4,0,4,No
org.jgrapht.alg,BellmanFordIterator,7,0,7,No
org.jgrapht.alg,BellmanFordPathElement,2,0,2,No
org.jgrapht.alg,BellmanFordShortestPath,7,0,7,No
org.jgrapht.alg,BiconnectivityInspector,1,0,1,No
org.jgrapht.alg,BlockCutpointGraph,11,0,11,No
org.jgrapht.alg,BronKerboschCliqueFinder,2,0,2,No
org.jgrapht.alg,ChromaticNumber,0,0,0,No
org.jgrapht.alg,ConnectivityInspector,2,0,2,No
org.jgrapht.alg,CycleDetector,4,0,4,No
org.jgrapht.alg,DijkstraShortestPath,1,0,1,No
org.jgrapht.alg,DirectedNeighborIndex,1,0,1,No
org.jgrapht.alg,EdmondsKarpMaximumFlow,10,0,10,No
org.jgrapht.alg,EulerianCircuit,0,0,0,No
org.jgrapht.alg,FloydWarshallShortestPaths,0,0,0,No
org.jgrapht.alg,HamiltonianCycle,0,0,0,No
org.jgrapht.alg,KShortestPaths,6,0,6,No
org.jgrapht.alg,KShortestPathsIterator,8,0,8,No
org.jgrapht.alg,NeighborIndex,1,0,1,No
org.jgrapht.alg,RankingPathElement,1,0,1,No
org.jgrapht.alg,RankingPathElementList,0,0,0,No
org.jgrapht.alg,StrongConnectivityInspector,8,0,8,No
org.jgrapht.alg,TransitiveClosure,1,0,1,No
org.jgrapht.alg,VertexCovers,0,0,0,No
org.jgrapht.alg,AllAlgTests,0,0,0,No
org.jgrapht.alg,BellmanFordShortestPathTest,0,0,0,No
org.jgrapht.alg,BiconnectedGraph,1,0,1,No
org.jgrapht.alg,BiconnectivityInspectorTest,0,0,0,No
org.jgrapht.alg,BlockCutpointGraphTest,0,0,0,No
org.jgrapht.alg,BronKerboschCliqueFinderTest,8,0,8,No
org.jgrapht.alg,ChromaticNumberTest,0,0,0,No
org.jgrapht.alg,ConnectivityInspectorTest,5,0,5,No
org.jgrapht.alg,CycleDetectorTest,7,0,7,No
org.jgrapht.alg,DijkstraShortestPathTest,0,0,0,No
org.jgrapht.alg,EdmondsKarpMaximumFlowTest,0,0,0,No
org.jgrapht.alg,EulerianCircuitTest,0,0,0,No
org.jgrapht.alg,FloydWarshallShortestPathsTest,0,0,0,No
org.jgrapht.alg,HamiltonianCycleTest,0,0,0,No
org.jgrapht.alg,KShortestPathCompleteGraph4,7,0,7,No
org.jgrapht.alg,KShortestPathCompleteGraph5,11,0,11,No
org.jgrapht.alg,KShortestPathCompleteGraph6,16,0,16,No
org.jgrapht.alg,KShortestPathCostTest,0,0,0,No
org.jgrapht.alg,KShortestPathKValuesTest,0,0,0,No
org.jgrapht.alg,KSPExampleGraph,9,0,9,No
org.jgrapht.alg,KSPExampleTest,0,0,0,No
org.jgrapht.alg,NeighborIndexTest,3,0,3,No
org.jgrapht.alg,NotBiconnectedGraph,1,0,1,No
org.jgrapht.alg,Picture1Graph,14,0,14,No
org.jgrapht.alg,ShortestPathTestCase,5,0,5,No
org.jgrapht.alg,TransitiveClosureTest,2,0,2,No
org.jgrapht.alg,VertexCoversTest,2,0,2,No
org.jgrapht.experimental.equivalence,EquivalenceComparator,0,0,0,No
org.jgrapht.experimental.equivalence,EquivalenceComparatorChain,0,0,0,No
org.jgrapht.experimental.equivalence,EquivalenceComparatorChainBase,0,0,0,No
org.jgrapht.experimental.equivalence,EquivalenceSet,2,0,2,No
org.jgrapht.experimental.equivalence,EquivalenceSetCreator,0,2,2,No
org.jgrapht.experimental.equivalence,UniformEquivalenceComparator,0,0,0,No
org.jgrapht.experimental.equivalence,EquivalenceGroupCreatorTest,1,0,1,No
org.jgrapht,DirectedGraph,0,0,0,No
org.jgrapht,EdgeFactory,0,0,0,No
org.jgrapht,Graph,0,0,0,No
org.jgrapht,GraphHelper,0,0,0,No
org.jgrapht,GraphMapping,0,0,0,No
org.jgrapht,GraphPath,0,0,0,No
org.jgrapht,Graphs,0,1,1,No
org.jgrapht,ListenableGraph,0,0,0,No
org.jgrapht,UndirectedGraph,0,0,0,No
org.jgrapht,VertexFactory,0,0,0,No
org.jgrapht,WeightedGraph,1,0,1,No
org.jgrapht,AllTests,0,0,0,No
org.jgrapht,EnhancedTestCase,0,0,0,No
org.jgrapht.demo,CompleteGraphDemo,2,0,2,No
org.jgrapht.demo,HelloJGraphT,0,0,0,No
org.jgrapht.demo,JGraphAdapterDemo,5,0,5,No
org.jgrapht.demo,PerformanceDemo,0,0,0,No
org.jgrapht.experimental.alg.color,BrownBacktrackColoring,5,0,5,No
org.jgrapht.experimental.alg.color,GreedyColoring,22,0,22,No
org.jgrapht.experimental.alg,ApproximationAlgorithm,0,0,0,No
org.jgrapht.experimental.alg,ExactAlgorithm,0,0,0,No
org.jgrapht.experimental.alg,IntArrayGraphAlgorithm,5,0,5,No
org.jgrapht.event,ConnectedComponentTraversalEvent,4,0,4,No
org.jgrapht.event,EdgeTraversalEvent,2,0,2,No
org.jgrapht.event,GraphChangeEvent,2,0,2,No
org.jgrapht.event,GraphEdgeChangeEvent,6,0,6,No
org.jgrapht.event,GraphListener,0,0,0,No
org.jgrapht.event,GraphVertexChangeEvent,6,0,6,No
org.jgrapht.event,TraversalListener,0,0,0,No
org.jgrapht.event,TraversalListenerAdapter,0,0,0,No
org.jgrapht.event,VertexSetListener,0,0,0,No
org.jgrapht.event,VertexTraversalEvent,2,0,2,No
org.jgrapht.experimental.touchgraph,SimpleTouchgraphApplet,1,0,1,No
org.jgrapht.experimental.touchgraph,TouchgraphConverter,0,0,0,No
org.jgrapht.experimental.touchgraph,TouchgraphPanel,3,0,3,No
org.jgrapht.alg.util,VertexDegreeComparator,2,0,2,No
org.jgrapht.experimental.dag,DirectedAcyclicGraph,34,0,34,Yes
org.jgrapht.ext,JGraphModelAdapter,15,3,18,Yes
org.jgrapht.graph,AbstractBaseGraph,19,1,20,Yes
org.jgrapht.traverse,CrossComponentIterator,15,0,15,Yes
