Package Name,Class Name,NOF,NOM,NOM+NOF,God Class
com.hp.hpl.jena.rdf.arp,NTriple,10,29,39,Yes
com.hp.hpl.jena.rdf.model.impl,NTripleReader,9,29,38,Yes
com.hp.hpl.jena.reasoner.rulesys.impl,FRuleEngine,12,26,38,Yes
com.hp.hpl.jena.db.impl,DBPropDatabase,13,25,38,Yes
com.hp.hpl.jena.vocabulary,RDFSyntax,36,1,37,Yes
com.hp.hpl.jena.vocabulary,ReasonerVocabulary,34,2,36,Yes
com.hp.hpl.jena.reasoner,BaseInfGraph,6,30,36,Yes
com.hp.hpl.jena.reasoner.rulesys.impl,Generator,14,21,35,Yes
com.hp.hpl.jena.db.impl,PSet_TripleStore_RDB,10,24,34,Yes
com.hp.hpl.jena.n3,N3JenaWriterCommon,26,7,33,Yes
com.hp.hpl.jena.reasoner.transitiveReasoner,TransitiveGraphCache,6,27,33,Yes
com.hp.hpl.jena.rdf.model.impl,ResourceImpl,0,32,32,Yes
com.hp.hpl.jena.reasoner.transitiveReasoner,GraphNode,9,23,32,Yes
com.hp.hpl.jena.reasoner.rulesys,GenericRuleReasoner,12,20,32,Yes
com.hp.hpl.jena.datatypes.xsd,AbstractDateTime,8,23,31,Yes
com.hp.hpl.jena.rdf.model.impl,AltImpl,0,31,31,Yes
com.hp.hpl.jena.vocabulary,DB,30,1,31,Yes
com.hp.hpl.jena.rdf.model.impl,ContainerImpl,1,29,30,Yes
com.hp.hpl.jena.vocabulary,RDFS,29,1,30,Yes
com.hp.hpl.jena.reasoner.transitiveReasoner,TransitiveEngine,16,14,30,Yes
com.hp.hpl.jena.reasoner.rulesys,LPBackwardRuleInfGraph,7,23,30,Yes
com.hp.hpl.jena.n3.turtle.parser,TurtleParser,12,17,29,Yes
com.hp.hpl.jena.vocabulary,RDF,29,0,29,Yes
com.hp.hpl.jena.db.impl,DBPattern,18,11,29,Yes
com.hp.hpl.jena.db.impl,DBPropGraph,7,22,29,Yes
com.hp.hpl.jena.ontology.impl,OntologyImpl,0,28,28,Yes
com.hp.hpl.jena.util,OneToManyMap,3,25,28,Yes
com.hp.hpl.jena.reasoner.rulesys,FBRuleReasoner,8,20,28,Yes
com.hp.hpl.jena.db.impl,ResultSetReifIterator,14,14,28,Yes
com.hp.hpl.jena.reasoner.rulesys,Functor,5,22,27,Yes
com.hp.hpl.jena.db.impl,ResultSetIterator,10,17,27,Yes
com.hp.hpl.jena.graph.query,Expression,6,20,26,Yes
com.hp.hpl.jena.vocabulary,OWLTest,25,1,26,Yes
com.hp.hpl.jena.ontology.impl,RestrictionImpl,0,26,26,Yes
com.hp.hpl.jena.reasoner,TriplePattern,3,23,26,Yes
com.hp.hpl.jena.db.impl,SpecializedGraphReifier_RDB,5,21,26,Yes
jena.util,DBcmd,24,1,25,Yes
com.hp.hpl.jena.db.impl,ReificationStatementMask,8,17,25,Yes
com.hp.hpl.jena.reasoner.rulesys.impl,BFRuleContext,8,16,24,Yes
com.hp.hpl.jena.reasoner.rulesys,Util,0,24,24,Yes
com.hp.hpl.jena.rdf.model.impl,LiteralImpl,0,23,23,Yes
com.hp.hpl.jena.vocabulary,RDFTest,22,1,23,Yes
com.hp.hpl.jena.datatypes.xsd.impl,XSDAbstractDateTimeType,9,14,23,Yes
com.hp.hpl.jena.reasoner,ReasonerRegistry,9,14,23,Yes
com.hp.hpl.jena.n3.turtle,ParserBase,16,6,22,Yes
com.hp.hpl.jena.xmloutput.impl,Relation,4,17,21,Yes
com.hp.hpl.jena.n3.turtle.parser,JavaCharStream,12,9,21,Yes
com.hp.hpl.jena.rdf.arp,JenaReader,10,11,21,Yes
com.hp.hpl.jena.graph.impl,LiteralLabelImpl,6,15,21,Yes
com.hp.hpl.jena.datatypes,BaseDatatype,3,17,20,Yes
jena.cmdline,CommandLine,7,13,20,Yes
com.hp.hpl.jena.db.impl,DBReifierGraph,2,18,20,Yes
com.hp.hpl.jena.util,FileUtils,15,4,19,Yes
com.hp.hpl.jena.rdf.arp.states,WantPropertyElement,3,15,18,Yes
com.hp.hpl.jena.db.impl,DBReifier,6,12,18,Yes
com.hp.hpl.jena.shared.uuid,JenaUUID,7,10,17,Yes
com.hp.hpl.jena.reasoner.rulesys.impl,LPTopGoalIterator,5,12,17,Yes
com.hp.hpl.jena.assembler,Assembler,17,0,17,Yes
com.hp.hpl.jena.mem,HashCommon,15,1,16,Yes
com.hp.hpl.jena.rdf.arp.states,AbsXMLLiteral,3,13,16,Yes
com.hp.hpl.jena.rdf.model,ResourceFactory,1,15,16,Yes
com.hp.hpl.jena.reasoner.transitiveReasoner,TransitiveReasoner,6,10,16,Yes
com.hp.hpl.jena.graph.query,PatternStageBase,14,1,15,Yes
com.hp.hpl.jena.rdf.model.impl,StatementImpl,4,11,15,Yes
com.hp.hpl.jena.rdf.arp.impl,AttributeLexer,9,6,15,Yes
com.hp.hpl.jena.db.impl,SQLCache,7,8,15,Yes
com.hp.hpl.jena.util,PrintUtil,2,20,22,No
com.hp.hpl.jena.rdf.arp.impl,ARPResource,9,13,22,No
com.hp.hpl.jena.reasoner.rulesys.impl,BindingVector,1,19,20,No
com.hp.hpl.jena.vocabulary,DC_11,18,1,19,No
com.hp.hpl.jena.reasoner.rulesys.impl,RETEClauseFilter,13,6,19,No
com.hp.hpl.jena.reasoner.rulesys.impl,RETERuleContext,4,15,19,No
com.hp.hpl.jena.datatypes.xsd,XSDDuration,1,17,18,No
com.hp.hpl.jena.rdf.arp,ARPOptions,3,15,18,No
com.hp.hpl.jena.reasoner.rulesys.impl,ConsumerChoicePointFrame,7,11,18,No
com.hp.hpl.jena.reasoner.rulesys.impl,LPRuleStore,7,11,18,No
com.hp.hpl.jena.shared.wg,TestInputStreamFactory,6,12,18,No
com.hp.hpl.jena.reasoner.rulesys,LPBackwardRuleReasoner,6,12,18,No
com.hp.hpl.jena.reasoner.rulesys,Node_RuleVariable,4,14,18,No
com.hp.hpl.jena.graph.impl,WrappedReifier,2,16,18,No
com.hp.hpl.jena.vocabulary,TestManifest,16,1,17,No
com.hp.hpl.jena.rdf.model,SimpleSelector,3,14,17,No
com.hp.hpl.jena.db,ModelRDB,1,16,17,No
com.hp.hpl.jena.graph.compose,Polyadic,3,14,17,No
com.hp.hpl.jena.reasoner.rulesys,BasicForwardRuleReasoner,6,11,17,No
com.hp.hpl.jena.db.impl,SpecializedGraph_TripleStore,3,14,17,No
com.hp.hpl.jena.rdf.arp,ARPHandlers,3,13,16,No
com.hp.hpl.jena.vocabulary,DCTypes,15,1,16,No
com.hp.hpl.jena.reasoner.rulesys.impl,BBRuleContext,3,13,16,No
com.hp.hpl.jena.reasoner.rulesys.impl,RETEConflictSet,9,7,16,No
com.hp.hpl.jena.util,Tokenizer,10,6,16,No
com.hp.hpl.jena.db.impl,ResultSetTripleIterator,7,9,16,No
com.hp.hpl.jena.vocabulary,DC_10,15,0,15,No
com.hp.hpl.jena.reasoner.rulesys.impl,RETEQueue,4,11,15,No
com.hp.hpl.jena.reasoner.rulesys,RDFSRuleReasoner,9,6,15,No
com.hp.hpl.jena.util.tuple,TupleItem,5,10,15,No
com.hp.hpl.jena.graph.query,Query,13,1,14,No
com.hp.hpl.jena.rdf.arp,ParseException,3,11,14,No
com.hp.hpl.jena.vocabulary,OntDocManagerVocab,13,1,14,No
com.hp.hpl.jena.vocabulary,OWLResults,13,1,14,No
com.hp.hpl.jena.vocabulary,TestManifestX,13,1,14,No
com.hp.hpl.jena.n3,N3JenaWriter,12,2,14,No
com.hp.hpl.jena.rdf.model,ModelFactory,3,11,14,No
com.hp.hpl.jena.ontology.impl,ComplementClassImpl,0,14,14,No
com.hp.hpl.jena.reasoner.rulesys.impl,BindingStack,3,11,14,No
com.hp.hpl.jena.reasoner.rulesys.impl,RuleStore,3,11,14,No
com.hp.hpl.jena.util,FileManager,5,9,14,No
com.hp.hpl.jena.rdf.arp.impl,URIReference,1,13,14,No
com.hp.hpl.jena.rdf.listeners,ChangedListener,1,13,14,No
com.hp.hpl.jena.db.impl,DBProp,2,12,14,No
com.hp.hpl.jena.datatypes.xsd,XSDDateTime,6,7,13,No
com.hp.hpl.jena.datatypes,TypeMapper,4,9,13,No
com.hp.hpl.jena.n3.turtle.parser,TurtleParserTokenManager,10,3,13,No
com.hp.hpl.jena.rdf.model.impl,InfModelImpl,1,12,13,No
com.hp.hpl.jena.rdf.model.impl,NTripleWriter,1,12,13,No
com.hp.hpl.jena.datatypes.xsd.impl,XSDBaseNumericType,3,10,13,No
com.hp.hpl.jena.n3,IRIResolver,4,9,13,No
com.hp.hpl.jena.ontology.impl,IndividualImpl,0,13,13,No
com.hp.hpl.jena.shared.uuid,UUID_V1_Gen,13,0,13,No
com.hp.hpl.jena.util,CharEncoding,2,11,13,No
com.hp.hpl.jena.rdf.listeners,ObjectListener,0,13,13,No
com.hp.hpl.jena.db.impl,Driver_Oracle,0,13,13,No
com.hp.hpl.jena.db.impl,Driver_Oracle_LOB,0,13,13,No
com.hp.hpl.jena.db.impl,LRUCache,5,8,13,No
com.hp.hpl.jena.vocabulary,ResultSet,11,1,12,No
com.hp.hpl.jena.enhanced,EnhGraph,4,8,12,No
com.hp.hpl.jena.enhanced,EnhNode,2,10,12,No
com.hp.hpl.jena.ontology.impl,AllDifferentImpl,0,12,12,No
com.hp.hpl.jena.reasoner.rulesys,RuleDerivation,4,8,12,No
com.hp.hpl.jena.graph.impl,GraphBase,11,1,12,No
com.hp.hpl.jena.db.impl,DBQueryHandler,5,7,12,No
com.hp.hpl.jena.mem,MixedGraphMemStore,11,0,11,No
com.hp.hpl.jena.n3.turtle.parser,Token,9,2,11,No
com.hp.hpl.jena.n3.turtle.parser,TokenMgrError,5,6,11,No
com.hp.hpl.jena.vocabulary,RSS,11,0,11,No
com.hp.hpl.jena.graph.query.regexptrees,SimpleGenerator,0,11,11,No
com.hp.hpl.jena.datatypes.xsd.impl,XMLLiteralType,1,10,11,No
com.hp.hpl.jena.ontology.impl,DataRangeImpl,0,11,11,No
com.hp.hpl.jena.ontology.impl,EnumeratedClassImpl,0,11,11,No
com.hp.hpl.jena.util.iterator,LazyIterator,1,10,11,No
com.hp.hpl.jena.db,DBConnection,6,5,11,No
com.hp.hpl.jena.reasoner,ValidityReport,4,7,11,No
com.hp.hpl.jena.shared.uuid,UUID_V1,2,9,11,No
com.hp.hpl.jena.reasoner.rulesys.impl,TempNodeCache,4,7,11,No
com.hp.hpl.jena.reasoner.transitiveReasoner,TransitiveInfGraph,3,8,11,No
com.hp.hpl.jena.util.cache,RandCache,1,10,11,No
com.hp.hpl.jena,JenaRuntime,6,5,11,No
com.hp.hpl.jena.rdf.listeners,NullListener,0,11,11,No
com.hp.hpl.jena.rdf.arp.lang,LanguageTagCodes,11,0,11,No
com.hp.hpl.jena.ontology,ProfileRegistry,7,4,11,No
com.hp.hpl.jena.db.impl,DBBulkUpdateHandler,3,8,11,No
com.hp.hpl.jena.db.impl,DBPropLSet,3,8,11,No
com.hp.hpl.jena.db.impl,Free,5,6,11,No
com.hp.hpl.jena.db.impl,VarDesc,5,6,11,No
com.hp.hpl.jena.graph,Node,6,4,10,No
com.hp.hpl.jena.graph,Triple,5,5,10,No
com.hp.hpl.jena.rdf.model.impl,RDFReaderFImpl,5,5,10,No
com.hp.hpl.jena.rdf.model,AnonId,3,7,10,No
com.hp.hpl.jena.shared.uuid,UUID_nil,4,6,10,No
com.hp.hpl.jena.shared.uuid,UUID_V4,4,6,10,No
com.hp.hpl.jena.rdf.arp.impl,ParserSupport,2,8,10,No
com.hp.hpl.jena.rdf.arp.impl,QNameLexer,5,5,10,No
com.hp.hpl.jena,Jena,10,0,10,No
com.hp.hpl.jena.rdf.arp.lang,Iso639,6,4,10,No
com.hp.hpl.jena.graph.impl,SimpleReifierFragmentsMap,2,8,10,No
com.hp.hpl.jena.db.impl,ReificationCacheMap,5,5,10,No
com.hp.hpl.jena.rdf.arp.states,Frame,3,6,9,No
com.hp.hpl.jena.reasoner.rulesys.builtins,BaseBuiltin,1,8,9,No
com.hp.hpl.jena.graph.query,ExpressionFunctionURIs,9,0,9,No
com.hp.hpl.jena.graph.query,SimpleQueryEngine,5,4,9,No
com.hp.hpl.jena.rdf.model.impl,SelectorImpl,0,9,9,No
com.hp.hpl.jena.vocabulary,LocationMappingVocab,8,1,9,No
com.hp.hpl.jena.n3,N3IndentedWriter,0,9,9,No
com.hp.hpl.jena.ontology.impl,QualifiedRestrictionImpl,0,9,9,No
com.hp.hpl.jena.reasoner,StandardValidityReport,2,7,9,No
com.hp.hpl.jena.rdf.arp.impl,ARPString,4,5,9,No
com.hp.hpl.jena.rdf.arp.impl,ElementLexer,5,4,9,No
com.hp.hpl.jena.rdf.arp.impl,Location,4,5,9,No
com.hp.hpl.jena.reasoner.rulesys,OWLFBRuleReasoner,4,5,9,No
com.hp.hpl.jena.graph.impl,AllCapabilities,0,9,9,No
com.hp.hpl.jena.db.impl,Driver_MySQL,0,9,9,No
com.hp.hpl.jena.mem,NodeToTriplesMapBase,8,0,8,No
com.hp.hpl.jena.n3.turtle.parser,ParseException,5,3,8,No
com.hp.hpl.jena.graph.query,BufferPipe,5,3,8,No
com.hp.hpl.jena.graph.query,QueryTriple,8,0,8,No
com.hp.hpl.jena.rdf.model.impl,SeqNodeIteratorImpl,4,4,8,No
com.hp.hpl.jena.rdf.arp,ARP,1,7,8,No
com.hp.hpl.jena.n3,N3JenaWriterPP,8,0,8,No
com.hp.hpl.jena.ontology.impl,AllValuesFromRestrictionImpl,0,8,8,No
com.hp.hpl.jena.ontology.impl,BooleanClassDescriptionImpl,0,8,8,No
com.hp.hpl.jena.ontology.impl,CardinalityQRestrictionImpl,0,8,8,No
com.hp.hpl.jena.ontology.impl,CardinalityRestrictionImpl,0,8,8,No
com.hp.hpl.jena.ontology.impl,HasValueRestrictionImpl,0,8,8,No
com.hp.hpl.jena.ontology.impl,MaxCardinalityRestrictionImpl,0,8,8,No
com.hp.hpl.jena.ontology.impl,MinCardinalityRestrictionImpl,0,8,8,No
com.hp.hpl.jena.ontology.impl,SomeValuesFromRestrictionImpl,0,8,8,No
com.hp.hpl.jena.util.iterator,ConcatenatedIterator,2,6,8,No
com.hp.hpl.jena.graph.compose,MultiUnion,2,6,8,No
com.hp.hpl.jena.util,LocationMapper,5,3,8,No
com.hp.hpl.jena.util,ModelLoader,7,1,8,No
com.hp.hpl.jena.reasoner.rulesys,BuiltinRegistry,3,5,8,No
com.hp.hpl.jena.db.impl,DBPropPSet,3,5,8,No
com.hp.hpl.jena.db.impl,Driver_PostgreSQL,0,8,8,No
com.hp.hpl.jena.db.impl,PSet_ReifStore_RDB,1,7,8,No
com.hp.hpl.jena.db.impl,SimpleCache,3,5,8,No
com.hp.hpl.jena.mem,ArrayBunch,6,1,7,No
com.hp.hpl.jena.graph,GraphEvents,4,3,7,No
com.hp.hpl.jena.rdf.arp.states,AbsWantLiteralValueOrDescription,2,5,7,No
com.hp.hpl.jena.n3.turtle,Turtle2NTriples,1,6,7,No
com.hp.hpl.jena.graph.query,StageElement,7,0,7,No
com.hp.hpl.jena.rdf.model.impl,ContNodeIteratorImpl,7,0,7,No
com.hp.hpl.jena.rdf.model.impl,RDFWriterFImpl,3,4,7,No
com.hp.hpl.jena.rdf.arp,SAX2Model,3,4,7,No
jena.cmdline,Arg,0,7,7,No
com.hp.hpl.jena.ontology.impl,MaxCardinalityQRestrictionImpl,0,7,7,No
com.hp.hpl.jena.ontology.impl,MinCardinalityQRestrictionImpl,0,7,7,No
com.hp.hpl.jena.ontology.impl,ObjectPropertyImpl,0,7,7,No
com.hp.hpl.jena.util.iterator,UniqueExtendedIterator,2,5,7,No
com.hp.hpl.jena.reasoner,FinderUtil,0,7,7,No
com.hp.hpl.jena.mem.faster,NodeToTriplesMapFaster,7,0,7,No
com.hp.hpl.jena.reasoner.rulesys.impl,RETETerminal,2,5,7,No
com.hp.hpl.jena.reasoner.rulesys.impl,StateFlag,5,2,7,No
com.hp.hpl.jena.util,ResourceUtils,0,7,7,No
com.hp.hpl.jena.rdf.arp.impl,ARPDatatypeLiteral,2,5,7,No
com.hp.hpl.jena.rdf.arp.impl,RDFXMLParser,3,4,7,No
com.hp.hpl.jena.reasoner.transitiveReasoner,TransitiveReasonerFactory,3,4,7,No
com.hp.hpl.jena.shared.impl,JenaParameters,7,0,7,No
com.hp.hpl.jena.reasoner.rulesys,DAMLMicroReasonerFactory,3,4,7,No
com.hp.hpl.jena.reasoner.rulesys,GenericRuleReasonerFactory,3,4,7,No
com.hp.hpl.jena.reasoner.rulesys,OWLFBRuleReasonerFactory,3,4,7,No
com.hp.hpl.jena.reasoner.rulesys,OWLMicroReasonerFactory,3,4,7,No
com.hp.hpl.jena.reasoner.rulesys,OWLMiniReasonerFactory,3,4,7,No
com.hp.hpl.jena.reasoner.rulesys,RDFSFBRuleReasonerFactory,3,4,7,No
com.hp.hpl.jena.reasoner.rulesys,RDFSRuleReasonerFactory,3,4,7,No
com.hp.hpl.jena.graph.impl,SimpleReifier,7,0,7,No
com.hp.hpl.jena.db.impl,DBIDInt,1,6,7,No
com.hp.hpl.jena.db.impl,DBPropPrefix,2,5,7,No
com.hp.hpl.jena.xmloutput.impl,Abbreviated,0,6,6,No
com.hp.hpl.jena.xmloutput.impl,Basic,4,2,6,No
com.hp.hpl.jena.mem,MatchOrBind,6,0,6,No
com.hp.hpl.jena.graph,TripleCache,6,0,6,No
com.hp.hpl.jena.rdf.arp.states,WantDescription,0,6,6,No
com.hp.hpl.jena.graph.query,Domain,1,5,6,No
com.hp.hpl.jena.rdf.model.impl,BagImpl,0,6,6,No
com.hp.hpl.jena.rdf.model.impl,RDFDefaultErrorHandler,2,4,6,No
com.hp.hpl.jena.graph.query.regexptrees,PerlPatternParser,6,0,6,No
com.hp.hpl.jena.datatypes.xsd.impl,XSDDouble,0,6,6,No
com.hp.hpl.jena.datatypes.xsd.impl,XSDFloat,0,6,6,No
com.hp.hpl.jena.ontology.impl,AbstractProfile,1,5,6,No
com.hp.hpl.jena.ontology.impl,AnnotationPropertyImpl,0,6,6,No
com.hp.hpl.jena.ontology.impl,IntersectionClassImpl,0,6,6,No
com.hp.hpl.jena.ontology.impl,UnionClassImpl,0,6,6,No
com.hp.hpl.jena.util.iterator,Filter,0,6,6,No
com.hp.hpl.jena.util.iterator,IteratorIterator,2,4,6,No
com.hp.hpl.jena.util.iterator,RandomOrderIterator,1,5,6,No
com.hp.hpl.jena.reasoner,FGraph,1,5,6,No
com.hp.hpl.jena.mem.faster,GraphMemFaster,6,0,6,No
com.hp.hpl.jena.graph.compose,CompositionBase,1,5,6,No
com.hp.hpl.jena.util,TypedStream,3,3,6,No
com.hp.hpl.jena.rdf.arp.impl,AbsXMLContext,5,1,6,No
com.hp.hpl.jena.reasoner.rulesys,RETERuleInfGraph,0,6,6,No
com.hp.hpl.jena.assembler,ConnectionDescription,6,0,6,No
com.hp.hpl.jena.assembler,Mode,6,0,6,No
com.hp.hpl.jena.graph.impl,FileGraph,5,1,6,No
com.hp.hpl.jena.graph.impl,GraphAddList,2,4,6,No
com.hp.hpl.jena.db.impl,DBBlob,2,4,6,No
com.hp.hpl.jena.db.impl,DBQueryStage,4,2,6,No
com.hp.hpl.jena.db.impl,DBTransactionHandler,1,5,6,No
com.hp.hpl.jena.db.impl,SpecializedGraph,3,3,6,No
com.hp.hpl.jena.xmloutput.impl,PairEntry,0,5,5,No
com.hp.hpl.jena.mem,GraphTripleStoreBase,4,1,5,No
com.hp.hpl.jena.graph,GraphExtract,5,0,5,No
com.hp.hpl.jena.graph,NodeCache,5,0,5,No
com.hp.hpl.jena.rdf.arp.states,Collection,1,4,5,No
com.hp.hpl.jena.reasoner.rulesys.builtins,ListEntry,1,4,5,No
com.hp.hpl.jena.rdf.model.impl,ModelReifier,4,1,5,No
jena.cmdline,ArgDecl,2,3,5,No
com.hp.hpl.jena.util.iterator,ArrayIterator,2,3,5,No
com.hp.hpl.jena.util.iterator,LateBindingIterator,0,5,5,No
com.hp.hpl.jena.util.iterator,SingletonIterator,2,3,5,No
com.hp.hpl.jena.shared,RandomOrderGraph,1,4,5,No
com.hp.hpl.jena.shared,ReificationStyle,5,0,5,No
com.hp.hpl.jena.reasoner.rulesys.impl,ChoicePointFrame,0,5,5,No
com.hp.hpl.jena.reasoner.rulesys.impl,EnvironmentFrameWithDerivation,0,5,5,No
com.hp.hpl.jena.reasoner.rulesys.impl,LPBindingEnvironment,1,4,5,No
com.hp.hpl.jena.reasoner.rulesys.impl,SafeGraph,0,5,5,No
com.hp.hpl.jena.reasoner.rulesys.impl,TopLevelTripleMatchFrame,2,3,5,No
com.hp.hpl.jena.util,URIref,0,5,5,No
com.hp.hpl.jena.rdf.arp.impl,CharacterModel,1,4,5,No
com.hp.hpl.jena.rdf.arp.impl,SAX2RDFImpl,2,3,5,No
com.hp.hpl.jena.rdf.arp.impl,XMLBaselessContext,2,3,5,No
com.hp.hpl.jena.assembler.assemblers,ConnectionAssembler,5,0,5,No
com.hp.hpl.jena.reasoner.rulesys,DAMLMicroReasoner,2,3,5,No
com.hp.hpl.jena.reasoner.rulesys,OWLMicroReasoner,2,3,5,No
com.hp.hpl.jena.reasoner.rulesys,OWLMiniReasoner,2,3,5,No
com.hp.hpl.jena.reasoner.rulesys,RDFSFBRuleReasoner,2,3,5,No
com.hp.hpl.jena.reasoner.rulesys,RDFSForwardRuleReasoner,2,3,5,No
com.hp.hpl.jena.rdf.arp.lang,Iso3166,3,2,5,No
com.hp.hpl.jena.db.impl,DBPrefixMappingImpl,1,4,5,No
com.hp.hpl.jena.db.impl,Driver_MsSQL,1,4,5,No
com.hp.hpl.jena.datatypes.xsd,XSDbase64Binary,0,4,4,No
com.hp.hpl.jena.datatypes.xsd,XSDhexBinary,0,4,4,No
com.hp.hpl.jena.mem,StoreTripleIterator,4,0,4,No
com.hp.hpl.jena.rdf.arp.states,DAMLCollection,0,4,4,No
com.hp.hpl.jena.rdf.arp.states,RDFCollection,0,4,4,No
com.hp.hpl.jena.n3.turtle,TurtleEventNull,0,4,4,No
com.hp.hpl.jena.n3.turtle,TurtleParseException,0,4,4,No
com.hp.hpl.jena.reasoner.rulesys.builtins,Hide,0,4,4,No
com.hp.hpl.jena.reasoner.rulesys.builtins,IsDType,0,4,4,No
com.hp.hpl.jena.reasoner.rulesys.builtins,ListContains,0,4,4,No
com.hp.hpl.jena.reasoner.rulesys.builtins,ListEqual,0,4,4,No
com.hp.hpl.jena.reasoner.rulesys.builtins,ListLength,0,4,4,No
com.hp.hpl.jena.reasoner.rulesys.builtins,Print,0,4,4,No
com.hp.hpl.jena.reasoner.rulesys.builtins,Regex,0,4,4,No
com.hp.hpl.jena.reasoner.rulesys.builtins,StrConcat,0,4,4,No
com.hp.hpl.jena.graph.query,Dyadic,4,0,4,No
com.hp.hpl.jena.graph.query,Element,1,3,4,No
com.hp.hpl.jena.graph.query,QueryNode,4,0,4,No
com.hp.hpl.jena.graph.query,SimpleTripleSorter,4,0,4,No
com.hp.hpl.jena.rdf.model.impl,IteratorFactory,0,4,4,No
com.hp.hpl.jena.rdf.model.impl,Util,1,3,4,No
com.hp.hpl.jena.rdf.arp,JenaHandler,4,0,4,No
com.hp.hpl.jena.rdf.arp,SAX2RDF,0,4,4,No
com.hp.hpl.jena.graph.query.regexptrees,RegexpTree,4,0,4,No
com.hp.hpl.jena.ontology.impl,DatatypePropertyImpl,0,4,4,No
com.hp.hpl.jena.ontology.impl,FunctionalPropertyImpl,0,4,4,No
com.hp.hpl.jena.ontology.impl,InverseFunctionalPropertyImpl,0,4,4,No
com.hp.hpl.jena.ontology.impl,SymmetricPropertyImpl,0,4,4,No
com.hp.hpl.jena.ontology.impl,TransitivePropertyImpl,0,4,4,No
jena,RuleMap,0,4,4,No
com.hp.hpl.jena.util.iterator,FilterIterator,4,0,4,No
com.hp.hpl.jena.util.iterator,MapFilterIterator,0,4,4,No
com.hp.hpl.jena.shared,ConfigException,0,4,4,No
com.hp.hpl.jena.shared,JenaException,0,4,4,No
com.hp.hpl.jena.reasoner.rulesys.impl,EnvironmentFrame,0,4,4,No
com.hp.hpl.jena.reasoner.rulesys.impl,FrameObject,0,4,4,No
com.hp.hpl.jena.reasoner.rulesys.impl,TripleMatchFrame,0,4,4,No
com.hp.hpl.jena.reasoner.rulesys.impl,WrappedReasonerFactory,4,0,4,No
com.hp.hpl.jena.util,LocatorURL,3,1,4,No
com.hp.hpl.jena.util,QueryMapper,4,0,4,No
com.hp.hpl.jena.rdf.arp.impl,TaintImpl,1,3,4,No
com.hp.hpl.jena.assembler.assemblers,ContentAssembler,2,2,4,No
com.hp.hpl.jena.util.cache,CacheManager,2,2,4,No
