Project Name,Package Name,Class Name,ATFD,WMC,TCC,LOC,Avgloc,God Class (Case 5)
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,GE,2,3,0.0,22,55,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,GreaterThan,3,3,0.0,22,54,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,Hide,3,4,0.0,24,54,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,IsBNode,3,0,0.0,14,53,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,IsDType,3,6,0.0,31,53,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,IsFunctor,3,0,0.0,14,52,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,IsLiteral,3,3,0.0,22,52,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,LE,2,3,0.0,22,51,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,LessThan,3,3,0.0,22,51,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,ListContains,3,4,0.0,29,50,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,ListEntry,3,6,0.0,37,50,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,ListEqual,4,5,0.0,37,50,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,ListLength,3,8,0.0,38,50,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,ListMapAsObject,3,1,0.0,21,49,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,ListMapAsSubject,3,1,0.0,21,49,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,ListNotContains,4,0,0.0,16,49,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,ListNotEqual,6,0,0.0,16,48,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,MakeInstance,4,4,0.0,21,48,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,MakeSkolem,3,7,0.0,32,48,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,MakeTemp,3,3,0.0,15,47,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,Max,3,4,0.0,33,47,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,Min,3,4,0.0,33,47,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,NotBNode,3,0,0.0,14,46,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,NotDType,4,0,0.0,16,46,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,NotEqual,4,3,0.0,22,46,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,NotFunctor,3,0,0.0,14,45,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,NotLiteral,3,0,0.0,14,45,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,NoValue,3,4,0.0,28,45,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,Now,3,0,0.0,16,44,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,Print,3,1,0.0,20,44,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,Product,3,4,0.0,33,44,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,Quotient,3,4,0.0,33,44,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,Regex,3,7,0.0,34,44,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,Remove,3,5,0.0,28,44,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,StrConcat,3,6,0.0,31,43,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,Sum,3,4,0.0,33,43,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,Table,3,5,0.0,19,43,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,TableAll,4,3,0.0,15,43,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,Unbound,3,2,0.0,13,42,No
jena-2.6.3,com.hp.hpl.jena.reasoner.rulesys.builtins,UriConcat,3,2,0.0,17,42,No
jena-2.6.3,com.hp.hpl.jena.vocabulary ,TestManifest,0,7,0.0,14,42,No
jena-2.6.3,com.hp.hpl.jena.vocabulary ,TestManifestX,1,3,0.0,8,42,No
jena-2.6.3,com.hp.hpl.jena.graph.query,Applyer,5,0,0.0,10,41,No
jena-2.6.3,com.hp.hpl.jena.graph.query,Bind,2,0,0.0,16,41,No
jena-2.6.3,com.hp.hpl.jena.graph.query,BindingQueryPlan,3,0,0.0,4,41,No
jena-2.6.3,com.hp.hpl.jena.graph.query,Bound,2,0,0.0,13,40,No
jena-2.6.3,com.hp.hpl.jena.graph.query,BufferPipe,9,9,0.0,64,41,No
jena-2.6.3,com.hp.hpl.jena.graph.query,ConstraintStage,11,2,0.0,28,40,No
jena-2.6.3,com.hp.hpl.jena.graph.query,Domain,3,2,0.0,32,40,No
jena-2.6.3,com.hp.hpl.jena.graph.query,Dyadic,5,1,0.0,55,40,No
jena-2.6.3,com.hp.hpl.jena.graph.query,Element,2,0,0.0,24,40,No
jena-2.6.3,com.hp.hpl.jena.graph.query,Expression,9,10,0.0,139,41,No
jena-2.6.3,com.hp.hpl.jena.graph.query,ExpressionFunctionURIs,5,0,0.0,12,41,No
jena-2.6.3,com.hp.hpl.jena.graph.query,ExpressionSet,4,1,0.0,24,41,No
jena-2.6.3,com.hp.hpl.jena.graph.query,Fixed,2,0,0.0,15,41,No
jena-2.6.3,com.hp.hpl.jena.graph.query,FixedValuator,3,0,0.0,10,40,No
jena-2.6.3,com.hp.hpl.jena.graph.query,GuardArranger,7,5,0.0,42,40,No
jena-2.6.3,com.hp.hpl.jena.graph.query,IndexValues,0,0,0.0,4,40,No
jena-2.6.3,com.hp.hpl.jena.graph.query,InitialStage,3,0,0.0,16,40,No
jena-2.6.3,com.hp.hpl.jena.graph.query,Mapping,3,3,0.0,42,40,No
jena-2.6.3,com.hp.hpl.jena.graph.query,Matcher,4,0,0.0,10,40,No
jena-2.6.3,com.hp.hpl.jena.graph.query,NamedGraphMap,0,0,0.0,10,39,No
jena-2.6.3,com.hp.hpl.jena.graph.query,NamedTripleBunches,2,0,0.0,11,39,No
jena-2.6.3,com.hp.hpl.jena.graph.query,Pattern,2,0,0.0,26,39,No
jena-2.6.3,com.hp.hpl.jena.graph.query,PatternCompiler,2,0,0.0,7,39,No
jena-2.6.3,com.hp.hpl.jena.graph.query,PatternLiteral,2,1,0.0,7,38,No
jena-2.6.3,com.hp.hpl.jena.graph.query,PatternStage,8,0,0.0,5,38,No
jena-2.6.3,com.hp.hpl.jena.graph.query,PatternStageBase,21,10,0.0,132,39,No
jena-2.6.3,com.hp.hpl.jena.graph.query,PatternStageCompiler,10,5,0.0,36,39,No
jena-2.6.3,com.hp.hpl.jena.graph.query,Pipe,2,0,0.0,8,39,No
jena-2.6.3,com.hp.hpl.jena.graph.query,Query,13,5,0.0,65,39,No
jena-2.6.3,com.hp.hpl.jena.graph.query,QueryHandler,9,0,0.0,10,39,No
jena-2.6.3,com.hp.hpl.jena.graph.query,QueryNode,10,7,0.0,131,39,No
jena-2.6.3,com.hp.hpl.jena.graph.query,QueryNodeFactory,6,0,0.0,10,39,No
jena-2.6.3,com.hp.hpl.jena.graph.query,QueryNodeFactoryBase,7,0,0.0,17,39,No
jena-2.6.3,com.hp.hpl.jena.graph.query,QueryTriple,10,11,0.0,119,39,No
jena-2.6.3,com.hp.hpl.jena.graph.query,Rewrite,7,21,0.0,126,40,No
jena-2.6.3,com.hp.hpl.jena.graph.query,SimpleQueryEngine,13,8,0.0,91,40,No
jena-2.6.3,com.hp.hpl.jena.graph.query,SimpleQueryHandler,13,4,0.0,46,41,No
jena-2.6.3,com.hp.hpl.jena.graph.query,SimpleQueryPlan,8,0,0.0,17,40,No
jena-2.6.3,com.hp.hpl.jena.graph.query,SimpleTreeQueryPlan,4,7,0.0,57,40,No
jena-2.6.3,com.hp.hpl.jena.graph.query,SimpleTripleSorter,2,9,0.0,99,41,No
jena-2.6.3,com.hp.hpl.jena.graph.query,SlotValuator,2,0,0.0,10,41,No
jena-2.6.3,com.hp.hpl.jena.graph.query,Stage,2,1,0.0,6,40,No
jena-2.6.3,com.hp.hpl.jena.graph.query,StageElement,11,2,0.0,35,40,No
jena-2.6.3,com.hp.hpl.jena.graph.query,TreeQueryPlan,1,0,0.0,4,40,No
jena-2.6.3,com.hp.hpl.jena.graph.query,TripleSorter,0,0,0.0,6,40,No
jena-2.6.3,com.hp.hpl.jena.graph.query,Util,0,1,0.0,19,40,No
jena-2.6.3,com.hp.hpl.jena.graph.query,Valuator,1,0,0.0,5,39,No
jena-2.6.3,com.hp.hpl.jena.graph.query,ValuatorSet,2,2,0.0,20,39,No
jena-2.6.3,com.hp.hpl.jena.graph.query,VariableIndexes,0,0,0.0,4,39,No
jena-2.6.3,com.hp.hpl.jena.graph.query,VariableValues,0,0,0.0,4,39,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,AltImpl,4,2,0.0,105,39,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,BagImpl,3,0,0.0,11,39,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,ContainerI,0,0,0.0,3,39,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,ContainerImpl,7,5,0.0,42,39,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,ContNodeIteratorFactoryImpl,4,0,0.0,5,39,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,ContNodeIteratorImpl,2,0,0.0,9,38,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,InfModelImpl,2,2,0.0,44,39,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,IteratorFactory,4,0,0.0,30,38,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,LiteralImpl,1,30,0.0,170,39,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,MemoryModelGetter,0,1,0.0,12,39,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,ModelCom,11,54,0.0,801,44,Yes
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,ModelListenerAdapter,1,13,0.0,41,44,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,ModelMakerImpl,1,0,0.0,44,44,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,ModelReifier,4,44,0.0,82,44,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,NodeIteratorFactory,1,0,0.0,3,44,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,NodeIteratorImpl,0,0,0.0,1,44,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,NsIteratorImpl,0,0,0.0,2,43,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,NTripleReader,2,74,0.0,396,45,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,NTripleWriter,2,27,0.0,166,46,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,PropertyImpl,2,0,0.0,14,46,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,RDFDefaultErrorHandler,0,0,0.0,3,46,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,RDFListImpl,1,66,0.0,438,48,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,RDFReaderFImpl,1,1,0.0,35,48,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,RDFWriterFImpl,2,1,0.0,41,48,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,ReifiedStatementImpl,3,21,0.0,59,48,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,ResIteratorImpl,0,0,0.0,7,48,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,ResourceImpl,4,3,0.0,27,48,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,RSIteratorImpl,0,3,0.0,7,47,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,SelectorImpl,0,1,0.0,36,47,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,SeqImpl,7,0,0.0,12,47,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,SeqNodeIteratorFactoryImpl,4,0,0.0,5,47,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,SeqNodeIteratorImpl,2,1,0.0,30,47,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,StatementBase,3,3,0.0,90,47,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,StatementImpl,6,14,0.0,100,47,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,StmtIteratorImpl,0,0,0.0,15,47,No
jena-2.6.3,com.hp.hpl.jena.rdf.model.impl,Util,0,24,0.0,119,47,No
jena-2.6.3,com.hp.hpl.jena.graph.query.regexptrees,Alternatives,2,2,0.0,18,47,No
jena-2.6.3,com.hp.hpl.jena.graph.query.regexptrees,AnyOf,1,0,0.0,15,47,No
jena-2.6.3,com.hp.hpl.jena.graph.query.regexptrees,AnySingle,1,0,0.0,12,47,No
jena-2.6.3,com.hp.hpl.jena.graph.query.regexptrees,BackReference,1,0,0.0,17,47,No
jena-2.6.3,com.hp.hpl.jena.graph.query.regexptrees,EndOfLine,1,0,0.0,12,47,No
jena-2.6.3,com.hp.hpl.jena.graph.query.regexptrees,MultiOperandTree,1,6,0.0,41,47,No
jena-2.6.3,com.hp.hpl.jena.graph.query.regexptrees,NoneOf,1,0,0.0,15,46,No
jena-2.6.3,com.hp.hpl.jena.graph.query.regexptrees,Nothing,1,0,0.0,12,46,No
jena-2.6.3,com.hp.hpl.jena.graph.query.regexptrees,OneOrMore,2,0,0.0,14,46,No
jena-2.6.3,com.hp.hpl.jena.graph.query.regexptrees,Optional,2,0,0.0,14,46,No
jena-2.6.3,com.hp.hpl.jena.graph.query.regexptrees,Paren,1,0,0.0,22,46,No
jena-2.6.3,com.hp.hpl.jena.graph.query.regexptrees,PerlPatternParser,15,65,0.0,227,47,Yes
jena-2.6.3,com.hp.hpl.jena.graph.query.regexptrees,RegexpTree,4,0,0.0,13,46,No
jena-2.6.3,com.hp.hpl.jena.graph.query.regexptrees,RegexpTreeGenerator,13,0,0.0,16,46,No
jena-2.6.3,com.hp.hpl.jena.graph.query.regexptrees,Repeated,1,0,0.0,8,46,No
jena-2.6.3,com.hp.hpl.jena.graph.query.regexptrees,Sequence,2,3,0.0,25,46,No
jena-2.6.3,com.hp.hpl.jena.graph.query.regexptrees,SimpleGenerator,16,0,0.0,18,46,No
jena-2.6.3,com.hp.hpl.jena.graph.query.regexptrees,StartOfLine,1,0,0.0,12,46,No
jena-2.6.3,com.hp.hpl.jena.graph.query.regexptrees,Text,1,0,0.0,52,46,No
jena-2.6.3,com.hp.hpl.jena.graph.query.regexptrees,ZeroOrMore,2,0,0.0,14,46,No
jena-2.6.3,com.hp.hpl.jena.datatypes.xsd.impl,XMLLiteralType,0,2,0.0,58,46,No
jena-2.6.3,com.hp.hpl.jena.datatypes.xsd.impl,XSDAbstractDateTimeType,0,55,0.0,251,47,No
jena-2.6.3,com.hp.hpl.jena.datatypes.xsd.impl,XSDBaseNumericType,0,25,0.0,98,47,No
jena-2.6.3,com.hp.hpl.jena.datatypes.xsd.impl,XSDBaseStringType,0,2,0.0,17,47,No
jena-2.6.3,com.hp.hpl.jena.datatypes.xsd.impl,XSDByteType,1,0,0.0,8,47,No
jena-2.6.3,com.hp.hpl.jena.datatypes.xsd.impl,XSDDateTimeType,2,1,0.0,19,46,No
jena-2.6.3,com.hp.hpl.jena.datatypes.xsd.impl,XSDDateType,2,1,0.0,17,46,No
jena-2.6.3,com.hp.hpl.jena.datatypes.xsd.impl,XSDDayType,2,2,0.0,23,46,No
jena-2.6.3,com.hp.hpl.jena.datatypes.xsd.impl,XSDDouble,1,6,0.0,41,46,No
jena-2.6.3,com.hp.hpl.jena.datatypes.xsd.impl,XSDDurationType,2,16,0.0,76,46,No
jena-2.6.3,com.hp.hpl.jena.datatypes.xsd.impl,XSDFloat,1,6,0.0,41,46,No
jena-2.6.3,com.hp.hpl.jena.datatypes.xsd.impl,XSDGenericType,0,0,0.0,5,46,No
jena-2.6.3,com.hp.hpl.jena.datatypes.xsd.impl,XSDMonthDayType,2,2,0.0,24,46,No
jena-2.6.3,com.hp.hpl.jena.datatypes.xsd.impl,XSDMonthType,2,3,0.0,27,46,No
jena-2.6.3,com.hp.hpl.jena.datatypes.xsd.impl,XSDTimeType,2,3,0.0,27,46,No
jena-2.6.3,com.hp.hpl.jena.datatypes.xsd.impl,XSDYearMonthType,2,1,0.0,18,46,No
jena-2.6.3,com.hp.hpl.jena.datatypes.xsd.impl,XSDYearType,2,4,0.0,29,46,No
jena-2.6.3,com.hp.hpl.jena.util.tuple ,TupleSet,0,0,0.0,9,45,No
jena-2.6.3,jena.cmdline,Arg,1,1,0.0,20,45,No
jena-2.6.3,jena.cmdline,ArgDecl,2,16,0.0,122,46,No
jena-2.6.3,jena.cmdline,ArgHandler,1,1,0.0,4,45,No
jena-2.6.3,jena.cmdline,CmdLineUtils,0,0,0.0,7,45,No
jena-2.6.3,jena.cmdline,CommandLine,4,28,0.0,208,46,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,Alt,8,17,0.0,29,46,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,AltHasNoDefaultException,1,0,0.0,5,46,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,AnonId,0,5,0.0,42,46,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,Bag,2,0,0.0,3,45,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,Container,8,0,0.0,26,45,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,DoesNotReifyException,3,2,0.0,4,45,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,EmptyListException,0,0,0.0,10,45,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,EmptyListUpdateException,1,0,0.0,9,45,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,HasNoModelException,3,0,0.0,5,45,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,InfModel,6,0,0.0,12,45,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,InvalidListException,0,0,0.0,10,44,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,ListIndexException,0,0,0.0,10,44,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,Literal,2,0,0.0,20,44,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,LiteralRequiredException,2,0,0.0,7,44,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,Model,22,19,0.0,96,44,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,ModelChangedListener,3,1,0.0,14,44,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,ModelCon,12,4,0.0,91,44,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,ModelExtract,5,0,0.0,14,44,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,ModelFactory,8,9,0.0,95,44,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,ModelFactoryBase,3,6,0.0,35,44,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,ModelGetter,2,0,0.0,5,44,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,ModelGraphInterface,7,0,0.0,8,44,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,ModelMaker,2,0,0.0,11,44,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,ModelReader,2,0,0.0,4,44,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,ModelSource,2,0,0.0,7,44,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,NodeIterator,1,1,0.0,8,43,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,NsIterator,0,0,0.0,4,43,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,Property,3,0,0.0,7,43,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,RDFErrorHandler,0,0,0.0,5,43,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,RDFList,6,0,0.0,44,43,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,RDFNode,4,0,0.0,15,43,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,RDFReader,3,1,0.0,7,43,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,RDFReaderF,2,3,0.0,5,43,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,RDFVisitor,3,0,0.0,6,43,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,RDFWriter,3,0,0.0,8,42,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,RDFWriterF,2,3,0.0,5,42,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,ReifiedStatement,2,1,0.0,4,42,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,ResIterator,1,0,0.0,4,42,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,Resource,9,7,0.0,41,42,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,ResourceF,1,1,0.0,3,42,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,ResourceFactory,7,3,0.0,93,42,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,ResourceRequiredException,2,0,0.0,7,42,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,RSIterator,2,2,0.0,2,42,No
jena-2.6.3,com.hp.hpl.jena.rdf.model,Schema,0,0,0.0,2,42,No
