Project Name,Package Name,Class Name,ATFD,WMC,TCC,LOC,Avgloc,God Class (Case 5)
jpf-1.0.2,org.java.plugin.registry.xml,ManifestInfoHandler,2,29,0.0,57,125,No
jpf-1.0.2,org.java.plugin.registry.xml,ManifestParser,4,17,0.0,91,123,No
jpf-1.0.2,org.java.plugin.registry.xml,Model,0,5,0.0,476,138,No
jpf-1.0.2,org.java.plugin.registry.xml,ParameterValueParser,0,35,0.0,222,141,No
jpf-1.0.2,org.java.plugin.registry.xml,PluginAttributeImpl,5,16,0.0,76,139,No
jpf-1.0.2,org.java.plugin.registry.xml,PluginDescriptorImpl,10,57,0.0,274,144,Yes
jpf-1.0.2,org.java.plugin.registry.xml,PluginElementImpl,3,4,0.0,37,140,No
jpf-1.0.2,org.java.plugin.registry.xml,PluginFragmentImpl,5,11,0.0,82,138,No
jpf-1.0.2,org.java.plugin.registry.xml,PluginPrerequisiteImpl,5,14,0.0,103,137,No
jpf-1.0.2,org.java.plugin.registry.xml,PluginRegistryImpl,7,174,0.0,897,161,Yes
jpf-1.0.2,org.java.plugin.tools,PluginArchiver,1,53,0.0,380,168,No
jpf-1.0.2,org.java.plugin.tools,Util,0,5,0.0,46,164,No
jpf-1.0.2,org.java.plugin.standard,PluginLifecycleHandler,0,5,0.0,19,160,No
jpf-1.0.2,org.java.plugin.standard,ShadingPathResolver,1,152,0.0,782,178,No
jpf-1.0.2,org.java.plugin.standard,StandardObjectFactory,4,16,0.0,105,176,No
jpf-1.0.2,org.java.plugin.standard,StandardPathResolver,0,20,0.0,102,174,No
jpf-1.0.2,org.java.plugin.standard,StandardPluginClassLoader,0,165,0.0,894,193,No
jpf-1.0.2,org.java.plugin.standard,StandardPluginLifecycleHandler,3,7,0.0,76,190,No
jpf-1.0.2,org.java.plugin.standard,StandardPluginLocation,0,32,0.0,105,187,No
jpf-1.0.2,org.java.plugin.standard,StandardPluginManager,2,119,0.0,543,196,No
jpf-1.0.2,org.java.plugin,JpfException,0,0,0.0,18,192,No
jpf-1.0.2,org.java.plugin,ObjectFactory,3,19,0.0,177,192,No
jpf-1.0.2,org.java.plugin,PathResolver,1,0,0.0,8,187,No
jpf-1.0.2,org.java.plugin,Plugin,1,2,0.0,41,184,No
jpf-1.0.2,org.java.plugin,PluginClassLoader,2,0,0.0,37,181,No
jpf-1.0.2,org.java.plugin,PluginLifecycleException,2,4,0.0,15,177,No
jpf-1.0.2,org.java.plugin,PluginManager,6,10,0.0,95,176,No
jpf-1.0.2,org.java.plugin.boot,Application,1,0,0.0,3,172,No
jpf-1.0.2,org.java.plugin.boot,ApplicationInitializer,3,0,0.0,5,169,No
jpf-1.0.2,org.java.plugin.boot,ApplicationPlugin,3,0,0.0,4,165,No
jpf-1.0.2,org.java.plugin.boot,Boot,12,48,0.0,446,171,Yes
jpf-1.0.2,org.java.plugin.boot,BootErrorHandler,1,0,0.0,7,168,No
jpf-1.0.2,org.java.plugin.boot,BootErrorHandlerConsole,2,0,0.0,18,165,No
jpf-1.0.2,org.java.plugin.boot,BootErrorHandlerGui,3,2,0.0,30,163,No
jpf-1.0.2,org.java.plugin.boot,ControlThread,3,32,0.0,279,165,No
jpf-1.0.2,org.java.plugin.boot,DefaultApplicationInitializer,8,32,0.0,215,165,No
jpf-1.0.2,org.java.plugin.boot,DefaultPluginsCollector,1,25,0.0,139,165,No
jpf-1.0.2,org.java.plugin.boot,ErrorDialog,1,32,0.0,345,168,No
jpf-1.0.2,org.java.plugin.boot,PluginsCollector,0,0,0.0,4,165,No
jpf-1.0.2,org.java.plugin.boot,ServiceApplication,2,0,0.0,3,163,No
jpf-1.0.2,org.java.plugin.boot,SplashHandler,1,0,0.0,12,160,No
jpf-1.0.2,org.java.plugin.boot,SplashWindow,1,8,0.0,75,159,No
jpf-1.0.2,org.java.plugin.registry,Documentable,1,0,0.0,4,156,No
jpf-1.0.2,org.java.plugin.registry,Documentation,1,0,0.0,11,154,No
jpf-1.0.2,org.java.plugin.registry,Extension,5,0,0.0,26,152,No
jpf-1.0.2,org.java.plugin.registry,ExtensionPoint,4,0,0.0,47,151,No
jpf-1.0.2,org.java.plugin.registry,Identity,1,0,0.0,3,148,No
jpf-1.0.2,org.java.plugin.registry,IntegrityCheckReport,1,0,0.0,22,147,No
jpf-1.0.2,org.java.plugin.registry,Library,4,0,0.0,6,145,No
jpf-1.0.2,org.java.plugin.registry,ManifestProcessingException,1,4,0.0,15,143,No
jpf-1.0.2,org.java.plugin.registry,PluginAttribute,1,0,0.0,7,141,No
jpf-1.0.2,org.java.plugin.registry,PluginDescriptor,11,0,0.0,19,139,No
jpf-1.0.2,org.java.plugin.registry,PluginElement,4,0,0.0,4,137,No
jpf-1.0.2,org.java.plugin.registry,PluginFragment,6,0,0.0,9,136,No
jpf-1.0.2,org.java.plugin.registry,PluginPrerequisite,4,0,0.0,13,134,No
jpf-1.0.2,org.java.plugin.registry,PluginRegistry,9,7,0.0,49,133,No
jpf-1.0.2,org.java.plugin.registry,UniqueIdentity,2,0,0.0,3,131,No
jpf-1.0.2,org.java.plugin.registry,Version,0,37,0.0,213,132,No
jpf-1.0.2,org.java.plugin.tools.ant,BaseJpfTask,0,65,0.0,210,133,No
jpf-1.0.2,org.java.plugin.tools.ant,CheckTask,1,3,0.0,36,132,No
jpf-1.0.2,org.java.plugin.tools.ant,DocTask,1,11,0.0,84,131,No
jpf-1.0.2,org.java.plugin.tools.ant,PackTask,1,1,0.0,19,130,No
jpf-1.0.2,org.java.plugin.tools.ant,PathTask,1,22,0.0,127,130,No
jpf-1.0.2,org.java.plugin.tools.ant,PluginInfoTask,0,26,0.0,79,129,No
jpf-1.0.2,org.java.plugin.tools.ant,SingleFilePluginTask,1,5,0.0,45,128,No
jpf-1.0.2,org.java.plugin.tools.ant,SortTask,1,37,0.0,136,129,No
jpf-1.0.2,org.java.plugin.tools.ant,UnpackTask,0,4,0.0,31,127,No
jpf-1.0.2,org.java.plugin.tools.ant,VersionUpdateTask,1,69,0.0,302,129,No
jpf-1.0.2,org.java.plugin.tools.docgen,ClassPathPageSource,0,4,0.0,48,128,No
jpf-1.0.2,org.java.plugin.tools.docgen,DocGenerator,1,31,0.0,315,130,No
jpf-1.0.2,org.java.plugin.util,ExtendedProperties,0,6,0.0,55,130,No
jpf-1.0.2,org.java.plugin.util,IoUtil,1,52,0.0,342,132,No
jpf-1.0.2,org.java.plugin.util,ResourceManager,0,11,0.0,76,131,No
